ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
172325137 , ØYA/ELGESETER - Sentral 3-roms brl.leilighet i 3.etasje med balkong - Vedovn - Nærhet til NTNU, St. Olavs, HHIT og Midtbyen , Udbyes gate 9B, Trondheim , 65 m² , 3 150 000 kr , Totalpris: 3 631 313 kr • Fellesutg.: 4 840 kr , DNB Eiendom AS
163194020 , Stubban - Nyoppusset terrasseleileilighet med parkering i kjeller - Heis i bygget - Terrasse på 26 m² - Nydelig utsikt - solrikt , Siriusvegen 10A, Trondheim , 71 m² , 3 325 000 kr , Totalpris: 3 467 416 kr • Fellesutg.: 3 500 kr , DNB Eiendom AS
172310672 , Ladehammeren - Moderne og sentrumsnær 4-roms leilighet. Fjernvarme. Parkering i p-kjeller. Romslig terrasse. Ta kontakt for visning! , Harald Hårfagres gate 3 C, Trondheim , 87 m² , 2 190 000 kr , Totalpris: 4 826 285 kr • Fellesutg.: 14 132 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
172224375 , Persaunet - Lekker nyoppusset 3-roms leilighet i et attraktivt boområde - Gunstige løsninger - Romslig stue/kjøkken - Walk-in closet , Utsiravegen 6, Trondheim , 56 m² , 2 990 000 kr , Totalpris: 3 066 092 kr • Fellesutg.: 2 106 kr , Krogsveen avd. Trondheim
171376974 , Salg av kontraktposisjon - NYTT OG OPPGRADERT REKKEHUS PÅ TOPPEN AV REPPE! P-plass i kjeller. Sørvendt veranda. Innflytting oktober 2020. Lave omk. , Reppetoppen BT4-B3, Ranheim , 81 m² , 4 350 000 kr , Totalpris: 4 373 540 kr • Fellesutg.: 2 571 kr , EiendomsMegler 1 Prosjekt Trondheim
154329924 , Tiller - Romslig 3/4-roms terrasseleilighet med sentral beliggenhet | Parkering |Heis| Gode solforhold. , Østre Rosten 29 A, Tiller , 77 m² , 3 490 000 kr , Totalpris: 3 604 841 kr • Fellesutg.: 3 426 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
155478776 , PERSAUNET - Fin og sjarmerende topp og hjørneleilighet - 2 soverom - Parkering - Mye ink. i felleskost - IN-ordning - TG1 på alt , Kyavegen 10, Trondheim , 65 m² , 1 950 000 kr , Totalpris: 2 841 559 kr • Fellesutg.: 7 539 kr , Proaktiv Trondheim
172314991 , Angelltrøa - Rekkehus med potensiale - Meget fin beliggenhet i feltet - Stor tomt - Garasje - 148 kvm. (BRA) , Sildråpevegen 50D, Trondheim , 121 m² , 3 990 000 kr , Totalpris: 4 091 120 kr • Fellesutg.: 2 199 kr , Eie Eiendomsmegling Trondheim
171988977 , Dalen - Dalen Hageby: Innholdsrikt rekkehus på 3 plan - Landlig og sentral beliggenhet - Oppussing må påregnes , Dalen hageby 7, Trondheim , 151 m² , 5 590 000 kr , Totalpris: 5 730 920 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
172230974 , ROSENBORG - Stor 2-roms selveierleilighet i 2.etg - Solrik balkong - Kjøkken fra 2017 - Lave felleskostnader - Parkeringsplass. , Stadsing Dahls gate 52, Trondheim , 60 m² , 3 250 000 kr , Totalpris: 3 326 092 kr • Fellesutg.: 650 kr , DNB Eiendom AS
167361728 , OLDERDALEN - Meget pen og moderne vertikaldelt tomannsbolig l Garasje l 5 soverom l Solrikt uteområde | Fjordgløtt , Martin Barstads veg 31B, Ranheim , 122 m² , 5 390 000 kr , Eier (Selveier) • Tomannsbolig • 5 soverom , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
172301371 , Reppe - Lekker og moderne 3-roms selveier | Bad (TG1) | Fin planløsning | Terrasse | P-plass | Bod , Reppevegen 76 C, Ranheim , 74 m² , 3 190 000 kr , Totalpris: 3 270 920 kr , EiendomsMegler 1 avd. Grilstadporten
159975054 , Ranheim - Stor og innholdsrik halvpart på 200 kvm. BRA med terrasse. Vesentlig oppgradert i 2012-2015. Alle våtrom TG1. 4 soverom , Hitravegen 8 B, Ranheim , 179 m² , 5 490 000 kr , Totalpris: 5 628 420 kr , EiendomsMegler 1 avd. Grilstadporten
172215322 , HAVSTEIN - Betydelig oppusset (2020) 2-roms andelsleil med vestvendt balkong - Rehabilitert BRL - Parkering - Balansert ventilasjon , Stabells veg 1B, Trondheim , 43 m² , 2 350 000 kr , Totalpris: 2 761 499 kr • Fellesutg.: 4 098 kr , DNB Eiendom AS
142564368 , STILREN TOPPLEILIGHET PÅ LILLEBY! TAKTERRASSE PÅ CA 58 KVM MED FLOTT UTSIKT! 2 BAD. P-PLASS I KJELLER. , Ladeveien 36, Trondheim , 92 m² , 8 900 000 kr , Totalpris: 8 943 520 kr • Fellesutg.: 3 462 kr , EiendomsMegler 1 Prosjekt Trondheim
172353636 , Persaunet - Delikat 4-roms eierleilighet fra 2012 i meget attraktivt område | Fjernvarme, p-kjeller og heis | Stor vestvendt veranda , Kyavegen 5, Trondheim , 81 m² , 4 490 000 kr , Krogsveen avd. Trondheim , Eier (Selveier) • Leilighet • 3 soverom
172242623 , TILLER - Særdeles delikat 4-roms selveierleilighet i 1. etasje. Egen p-plass i p-kjeller. Heis. Nytt i 2014. TG1 på alt. , Tiller-Ringen 146, Tiller , 88 m² , 3 800 000 kr , Totalpris: 3 909 102 kr • Fellesutg.: 3 158 kr , Proaktiv Eiendomsmegling avd. Moholt
172242194 , Lade - Flott 2-roms fra 2005. P-kjeller. IN-ordning. Fjernvarme/vv/strøm/TV/internett inkl i felleskostnader. Terrasse. , Østmarkveien 6K, Trondheim , 40 m² , 1 690 000 kr , Totalpris: 2 416 052 kr • Fellesutg.: 5 021 kr , PrivatMegleren Trondheim
172229410 , HALLSET - LEKKER 3-ROMS MED BALKONG - God planløsning med mulighet for ekstra soverom - Sentral beliggenhet med nærhet til bymarka , Nordre Hallsetvei 89 B, Trondheim , 70 m² , 2 590 000 kr , Totalpris: 2 711 666 kr • Fellesutg.: 3 493 kr , Meglerhuset Nylander avd Heimdal
172237522 , Enebolig fra 2019 med moderne og praktiske løsninger. Sentral beliggenhet på Tyholt. 6 soverom. , Blussuvoll Allè 7C, Trondheim , 165 m² , 10 450 000 kr , Totalpris: 10 526 170 kr , EiendomsMegler 1 Prosjekt Trondheim
170901764 , Flatåsen - FLATÅSTOPPEN - Stor og innholdsrik enebolig med  garasje - Flat og fin tomt - Se video av eiendommen , Flatåstoppen 56, Flatåsen , 234 m² , 6 500 000 kr , Totalpris: 6 663 670 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
172216062 , NARDO - Attraktivt beliggende 3-roms med god planløsning og flotte sol- og utsiktsforhold! Nyrehabilitert borettslag. , Tors veg 13A, Trondheim , 64 m² , 2 350 000 kr , Totalpris: 2 938 899 kr • Fellesutg.: 4 479 kr , DNB Eiendom AS
172220733 , Salg av kontraktposisjon - DELIKAT 3-ROMS HJØRNELEILIGHET I 3. ETASJE MED FLOTTE SOL- OG UTSIKTSFORHOLD. P-plass. Heis. Byggingen er i gang. , Overvik No.1, Leil. A3-4, Ranheim , 78 m² , 4 690 000 kr , Totalpris: 4 723 470 kr • Fellesutg.: 3 266 kr , EiendomsMegler 1 Prosjekt Trondheim
172219939 , Flatåsen - Innholdsrikt rekkehus med en god beliggenhet på Flatåsen - Mulighet for leie av garasje. , Nedre Flatåsveg 34 A, Flatåsen , 115 m² , 1 490 000 kr , Totalpris: 2 535 300 kr • Fellesutg.: 8 858 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
172214960 , RANHEIM - Splitter ny funkisbolig rett ved Ladestien - Klar for innflytting - Lav dok.avgift - Mulighet for takterrasse , Ranheimsvegen 160, Ranheim , 101 m² , 5 590 000 kr , Eier (Selveier) • Enebolig • 3 soverom , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
169048928 , JAKOBSLI - FLOTT OG INNHOLDSRIK FAMILIEBOLIG. Barnevennlig beliggenhet. 4 soverom. 2 terrasser. Carport. Solrik , Bjørkvegen 18 C, Jakobsli , 148 m² , 5 190 000 kr , Totalpris: 5 332 420 kr , Meglerhuset Nylander avd Solsiden
172203806 , 3 roms b/l leilighet med altan på Møllenberg , NEDRE MØLLENBERG GATE 56 A, Trondheim , 57 m² , 2 400 000 kr , Totalpris: 2 805 490 kr • Fellesutg.: 4 950 kr , Advokatfirmaet Jon Reidar Aae AS
172156745 , NYE LILLEBY - Splitter ny leilighet til sommeren? Moderne 2-roms i toppetasje med fransk balkong og felles takterrasse. , Lilleby - Lillehjørnet LH 4.4, Trondheim , 45 m² , 2 895 000 kr , Fellesutg.: 1 997 kr , DNB Eiendom AS
172171388 , PERSAUNET - Pen og praktisk 4-roms med sentral og rolig beliggenhet. Oppvarming inkludert i felleskostnadene. Kort vei til sentrum. , Kyavegen 29, Trondheim , 72 m² , 1 990 000 kr , Totalpris: 2 936 679 kr • Fellesutg.: 8 404 kr , Proaktiv Eiendomsmegling avd. Moholt
166430186 , PERSAUNET - Moderne og delikat selveierleilighet fra 2014 - 3 soverom - Fjernvarme - Egen P-plass i kjeller - Markterrasse , Kommandovegen 35, Trondheim , 72 m² , 4 090 000 kr , Totalpris: 4 200 492 kr • Fellesutg.: 3 475 kr , Proaktiv Trondheim
172126417 , Lekker og innbydende 4-roms leilighet - Kjøkken TG0 - Gjennomgående pen standard - Parkering - Barnevennlig , Romolslia 21 C, Trondheim , 96 m² , 2 290 000 kr , Totalpris: 3 363 520 kr • Fellesutg.: 5 645 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
165835213 , ØYA - INNHOLDSRIK OG TILTALENDE ENEBOLIG I ETTERSPURT OMRÅDE - Solrik og skjermet hage - Parkeringsplasser -Sjelden anledning! , Abels gate 4, Trondheim , 169 m² , 6 390 000 kr , Totalpris: 6 562 072 kr , Meglerhuset Nylander avd. Moholt
172129433 , FLOTT ENEBOLIG - Dobbelgarasje - Stor stue på 51 kvm - 4 soverom - Eget vaskerom. , Vestre Rosten 35 B, Heimdal , 191 m² , 4 950 000 kr , Totalpris: 5 086 420 kr , Meglerhuset Nylander avd Solsiden
170466644 , Marienborg - Utleie/Investeringsobjekt Marienborg m/ rammetill. for utb. Gangavst. St. Olav, NTNU og sentrum. , Stavnevegen 4, Trondheim , 7 990 000 kr , not found , Totalpris: 8 190 000 kr , Privat
172149026 , Salg av kontraktposisjon - OVERVIK - SPLITTER NY 3-roms hjørneleilighet i 2. etg - 12 m² vestvendt balkong m/ utsikt - WC + bad - P-plass - Heis , Overvik No.1, Leil. A2-4, Ranheim , 78 m² , 4 490 000 kr , Totalpris: 4 523 260 kr • Fellesutg.: 3 266 kr , EiendomsMegler 1 Prosjekt Trondheim
172140024 , RANHEIM/ELVESVINGEN - 2-roms selveier i 2 etg. m/ endebeliggenhet i Elvesvingen. P-PLASS* Heis og butikk. Oppgradert kjøkken. Ferdig høsten 20 , Ranheimsfjæra 45 - Videresalg av kontrakt Elvesvingen 2-201, Ranheim , 39 m² , 2 560 000 kr , Totalpris: 2 577 472 kr • Fellesutg.: 1 967 kr , Meglerhuset Nylander avd Heimdal
172140394 , Stavne - Lekker og romslig hjørneleilighet fra 2017. Gjennomgående moderne standard. Solrik balkong. Heis og p-kjeller. , Stavnevegen 9, Trondheim , 71 m² , 4 150 000 kr , Totalpris: 4 254 920 kr • Fellesutg.: 2 710 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
172137896 , BAKKLANDET / SENTRUM - Fargerikt rekkehus på Bakklandet. Tre flotte etasjer, balkong og to terrasser. , Teglbrennerveien 27, Trondheim , 137 m² , 6 950 000 kr , Totalpris: 7 136 820 kr • Fellesutg.: 700 kr , PrivatMegleren Benum & Johansen
165266808 , JAKOBSLI/CHARLOTTENLUND - Stor og pen 4-roms leilighet i 2.etg - Attraktivt område - Fin planløsning- Gode solforhold fra overbygd balkong , Vestre Tunhøgda 3, Jakobsli , 88 m² , Solgt , Totalpris: 3 204 432 kr • Fellesutg.: 6 053 kr , DNB Eiendom AS
150407893 , NYE LILLEBY - Helt nytt og innflyttingsklart enderekkehus - 144 kvm BRA - 3 soverom - 2 stuer - Takterrasse og 2 markterrasser - P-plass - Grøntareal. , Dakota 4A, Trondheim , 137 m² , 7 400 000 kr , Fellesutg.: 3 312 kr , DNB Eiendom AS
172126334 , Salg av kontraktposisjon - Moderne 2-roms selveierleilighet i 2.etg  | Heis | Fjernvarme | Balkong | Kort vei til NTNU, Sentrum, m.m. , Sorgenfriveien 20 G02-03, Trondheim , 40 m² , 2 740 000 kr , Totalpris: 2 759 219 kr • Fellesutg.: 1 860 kr , EiendomsMegler 1 Prosjekt Trondheim
172125752 , Salg av kontraktposisjon - Ny 2-roms selveierleilighet i 2.etg  | Heis | Fjernvarme | Balkong | Kort vei til NTNU, Sentrum, m.m. , Sorgenfriveien 20 F02-03, Trondheim , 40 m² , 2 740 000 kr , Totalpris: 2 759 219 kr • Fellesutg.: 1 860 kr , EiendomsMegler 1 Prosjekt Trondheim
172124963 , Salg av kontraktposisjon - Ny og moderne 2-roms med attraktiv beliggenhet | Heis | Fjernvarme | Balkong | Kort vei til NTNU, Sentrum, m.m. , Sorgenfriveien 22 E02-03, Trondheim , 40 m² , 2 740 000 kr , Totalpris: 2 759 219 kr • Fellesutg.: 1 860 kr , EiendomsMegler 1 Prosjekt Trondheim
171982095 , Byåsen/Munkvoll - Lys og praktisk 3-roms med sentral beliggenhet på Munkvold. Kjøkken TG1. Parkering. Oppussingsbehov , Nordre Hallsetveg 88 A, Trondheim , 64 m² , 2 090 000 kr , Totalpris: 2 268 527 kr • Fellesutg.: 4 226 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
164893269 , MØLLENBERG - Arealeffektiv leilighet, god standard og praktiske løsninger. Høy 1.etg. Kjøkken 2012/Bad 2014. Felles hage. Lave bokost , Gyldenløves gate 19A, Trondheim , 26 m² , 2 170 000 kr , Totalpris: 2 197 826 kr • Fellesutg.: 2 251 kr , DNB Eiendom AS
172058120 , Klæbu - Flott 2-roms fra 2019 | Vestvendt balkong m. flott utsikt | Heis | P-kjeller | Kort gangavstand til sentrum | Fjernvarme , Kristines veg 5, Klæbu , 45 m² , 2 290 000 kr , Totalpris: 2 348 420 kr • Fellesutg.: 1 767 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
162413551 , Ranheimsfjæra - Nydelig 2-roms selveier rett ved Trondheimsfjorden l Nybyggaranti l Ladestasjon for EL-bil medfølger l 30 kvm terrasse , Ranheimsfjæra 51, Ranheim , 66 m² , 3 490 000 kr , Totalpris: 3 585 320 kr • Fellesutg.: 2 180 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
172040411 , Hårstad Minde - Delikat 2-roms leilighet i 4-etasje | Heis og parkeringskjeller | Bod , Hårstad Minde B4 A0412, Tiller , 37 m² , 732 000 kr , Totalpris: 2 456 568 kr • Fellesutg.: 5 400 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
159511981 , Ugla - Spennende halvpart med stort potensiale | Flott terrasse | Slående utsikt- og solforhold | Egen garasje | Kjøkken TG1 , Per Sivles veg 16, Trondheim , 105 m² , 3 080 000 kr , Totalpris: 3 165 070 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
172022261 , Vestlia - Pent oppusset 3-roms toppleilighet med stor vestvendt balkong. Parkering. Varmtvann inkl. i felleskost , Edgar B. Schieldrops veg 20 B, Trondheim , 72 m² , 2 390 000 kr , Totalpris: 2 781 188 kr • Fellesutg.: 5 996 kr , EiendomsMegler 1 avd. Lerkendal
153437771 , LEINSTRAND - INNBYDENDE REKKEHUS FRA 2013 I SOLRIKE OG BARNEVENNLIGE OMGIVELSER. 2 lekre bad, 3(4) soverom. Stor solterrasse. , Arsenalvegen 39, Leinstrand , 98 m² , 3 590 000 kr , Totalpris: 3 704 572 kr • Fellesutg.: 250 kr , Meglerhuset Nylander avd Solsiden
163789568 , Grilstad Marina - Lekker 3-roms selveierleilighet i 1.etg - 2 terrasser - P-plass og bod i oppvarmet parkeringsanlegg - TG0 kjøkken/bad , Grillstadfjæra 43, Ranheim , 70 m² , 3 690 000 kr , Totalpris: 3 783 420 kr • Fellesutg.: 2 308 kr , EiendomsMegler 1 avd. Grilstadporten
171992334 , LILLEBY - Gjennomgående 4-roms selveier i 4. etasje med 2 balkonger. Fast p-plass i kjeller. Kort vei til Solsiden. , Ladeveien 36, Trondheim , 66 m² , 4 100 000 kr , Totalpris: 4 134 320 kr • Fellesutg.: 2 656 kr , EiendomsMegler 1 Prosjekt Trondheim
158109284 , Byåsen - Innholdsrik enebolig - 5 soverom - Garasje - Flott opparbeidet tomt - Gode sol og utsiktsforhold -Nyere bad og kjøkken , Selsbakkflata 34, Trondheim , 150 m² , 5 390 000 kr , Totalpris: 5 540 420 kr , PrivatMegleren Trondheim
151394022 , LADEMOEN - Strøken 3-roms renovert 2019 | Flotte detaljert | Kjøkken og bad TG0 | God planløsning , Lademoens Kirkealle 16, Trondheim , 47 m² , 2 790 000 kr , Fellesutg.: 2 200 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
171627665 , Sentrum - Bryggeeiendom / Kombinasjonseiendom m/ utviklingspotensiale og rammetillatelse. Fjordutsikt og kveldssol! , FJORDGATA 72, Trondheim , 11 900 000 kr , not found , Totalpris: 12 198 085 kr , Privat
168281156 , SINGSAKER - VAKKER, AUTENTISK ARKITEKTTEGNET PROFESSORVILLA I ØVRE ALLÉ. Stor hjørnetomt, ny garasje(2017), unik mulighet. , Øvre Allé 8, Trondheim , 249 m² , 14 390 000 kr , Totalpris: 14 762 420 kr , Meglerhuset Nylander avd Solsiden
171971990 , ØVRE JAKOBSLI - Enebolig på utsiktstomt med fabelaktig fjordskue. Utleieenhet i 1. etasje. , Jonsvannsveien 415, Jakobsli , 170 m² , 6 000 000 kr , Totalpris: 6 165 670 kr , PrivatMegleren Benum & Johansen
171689876 , MIDTBYEN - SJARMERENDE 3-ROMS BRYGGELEILIGHET OVER TO PLAN. | Renovert 2003| Heis | 3.etasje | Ypperlig utleiemulighet! , Fjordgata 46, Trondheim , 75 m² , 3 190 000 kr , Totalpris: 3 278 320 kr • Fellesutg.: 3 009 kr , Meglerhuset Nylander avd Solsiden
171958595 , LUND ØSTRE | Ny og innflyttingsklar selveierleilighet i 5.etg | Flott utsikt | Gode solforhold | Heis | P-plass , Jernkisvegen 11 Leil. A502, Heimdal , 73 m² , 4 650 000 kr , Totalpris: 4 671 220 kr • Fellesutg.: 2 749 kr , EiendomsMegler 1 Prosjekt Trondheim
157640017 , FLOTT OG ROMSLIG 2-ROMS LEILIGHET I ET NYOPPUSSET BORETTSLAG | Mulighet for leie av garasje , Romolslia 19 A, Trondheim , 54 m² , 1 750 000 kr , Totalpris: 2 508 208 kr • Fellesutg.: 4 131 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
171754056 , Stokkanhaugen - Stor, attraktiv og moderne 3-roms fra 2015 | Flott utsikt | Stor og solrik terrasse | Garasjeparkering | Rett ved marka , Stokkanhaugen 179C, Trondheim , 96 m² , 4 190 000 kr , Totalpris: 4 302 820 kr • Fellesutg.: 3 114 kr , Heimdal Eiendomsmegling AS avd Heimdal
171748619 , Brundalen - Lys og trivelig 3-roms i toppetasje. Fantastiske lysforhold på stue og kjøkken. Ingen gjenboere. Godt organisert BL. , Aunegrenda 5, Trondheim , 84 m² , 2 550 000 kr , Totalpris: 3 194 009 kr • Fellesutg.: 5 315 kr , Proaktiv Eiendomsmegling avd. Moholt
171062254 , Sorgenfri - NY OG URBAN 2 ROMS LEILIGHET PÅ SORGENFRI. Sentral beliggenhet. Balkong. Egen inngang. Innflytningsklar! , Sorgenfriveien 18, A 01-10, Trondheim , 33 m² , 2 650 000 kr , Totalpris: 2 727 320 kr • Fellesutg.: 1 751 kr , Meglerhuset Nylander avd Nybygg og Næring
154340585 , Flatåsen - Fantastisk fin 2-roms med herlig utsikt, gode solforhold og P-kjeller. Svært lave strømutgifter! Gåavstand til butikker , Øvre Flatåsvei 3, Flatåsen , 53 m² , 1 775 000 kr , Totalpris: 2 692 033 kr • Fellesutg.: 6 197 kr , Krogsveen avd. Trondheim
166246392 , Brundalen - Flott 3(4)-roms toppleilighet m/sørvendt balkong - TG1 på bad og kjøkken - Svært gode solforhold - Bygg renovert i 2017 , Aunegrenda 1, Trondheim , 84 m² , 2 490 000 kr , Totalpris: 3 112 323 kr • Fellesutg.: 5 003 kr , EiendomsMegler 1 avd. Grilstadporten
174514280 , Dalen - PEN OG BETYDELIG OPPGRADERT 3-ROMS MED BALKONG. Parkering. Kjøkken og bad TG1. Felles hage. Drenert 2018. Nært Solsiden. , Konsul Lorcks gate 5, Trondheim , 55 m² , 3 090 000 kr , EiendomsMegler 1 avd. Trondheim Sentrum , Eier (Selveier) • Leilighet • 2 soverom
171727421 , Kolstad - Innholdsrik 4-roms leilighet i toppetasje | Balansert ventilasjon | Innglasset balkong | Fantastiske solforhold | , Kolstadflata 35B, Saupstad , 93 m² , 2 100 000 kr , Totalpris: 2 431 015 kr • Fellesutg.: 5 973 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
171725861 , NYBORG | SE VISNINGSINFO - Strålende 4-roms med attraktiv beliggenhet og solrik balkong | Toppleilighet med god utsikt | TG1 bad og kjøkken , Gamle Oslovei 31H, Trondheim , 83 m² , 3 290 000 kr , Totalpris: 3 425 911 kr • Fellesutg.: 4 011 kr , Heimdal Eiendomsmegling AS, Avd. Byåsen
171669188 , DALGÅRD - Stor enebolig innerst i blindvei - Godkjent utleiedel - Garasje - Barnevennlig - Stor tomt - 5 soverom - , Nordahl Griegs veg 22A, Trondheim , 264 m² , 7 990 000 kr , Totalpris: 8 191 092 kr , DNB Eiendom AS
166320400 , Nedre Charlottenlund - Praktfull og ivaretatt enebolig med fenomenal beliggenhet | Romslig, solrik tomt | Godkjent utleiedel | Dobbeltgarasje , Nedre Grilstadkleiva 19 A og B, Ranheim , 239 m² , 11 000 000 kr , Totalpris: 11 286 070 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
171698835 , SORGENFRI - Nyoppført leilighet i 2020 med stor balkong - God takhøyde - Parkeringsplass i p-kjeller - 4 min med sykkel til NTNU , Sorgenfriveien 18, Trondheim , 32 m² , 3 190 000 kr , Totalpris: 3 271 092 kr , DNB Eiendom AS
165874679 , Lekker og barnevennlig 3-roms selveier med hjørnebeliggenhet | Fast P-plass med el-billader | Fine uteplasser , Vikåsen 20 A, Ranheim , 72 m² , 3 090 000 kr , Totalpris: 3 168 420 kr • Fellesutg.: 1 400 kr , EiendomsMegler 1 avd. Grilstadporten
171606888 , Nye Lilleby - Hjørneleilighet med egen hage - 2 soverom - Parkering i P-kjeller - Vestvendt terrasse som vender ut mot Dakotaparken - Ferdigstilles sommer 2021 , Lilleby - Verkstedgården 1 VG 1 0104, Trondheim , 66 m² , 4 395 000 kr , Fellesutg.: 2 725 kr , DNB Eiendom AS
