ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
168512804 , Salg av kontraktposisjon - Ny flott 2-roms på attraktive Lilleby. Innflyttningsklar allerde høsten 2020. Leiligheten får en moderne stil. , Lilleby Triangel 2, Leil. C4-2, Trondheim , 35 m² , 2 865 000 kr , Totalpris: 2 890 640 kr • Fellesutg.: 1 682 kr , EiendomsMegler 1 Prosjekt Trondheim
168446718 , LUND ØSTRE - Flott 2-roms selveier med innflytting i høst. Sørvendt balkong. Vannbåren gulvvarme. Metrobuss like ved , Andersbakkan leil.  C005, Heimdal , 40 m² , 2 190 000 kr , Totalpris: 2 208 540 kr • Fellesutg.: 2 157 kr , EiendomsMegler 1 Prosjekt Trondheim
142014324 , Lade - Nydelig og moderne 4-roms selveier fra 2016 | TG0 på kjøkken og bad | Balkong på 12m² | P-plass i kjeller | Fjernvarme , Julianus Holms veg 52, Trondheim , 70 m² , 4 190 000 kr , Totalpris: 4 296 635 kr • Fellesutg.: 2 453 kr , EiendomsMegler 1 avd. Trondheim Sentrum
174555079 , ROGNHEIM / BYÅSEN - Vertikaldelt halvpart over 3 plan med 3 soverom, vaskekjeller og bad/kjøkken TG1, samt innredet kjeller - Drenering 05 , Spovevegen 2C, Trondheim , 127 m² , 4 250 000 kr , DNB Eiendom AS , Eier (Selveier) • Tomannsbolig • 3 soverom
157984429 , Lund Østre - Familievennlig enderekkehus med gode løsninger på 123 kvm - 4 soverom -  Vaskerom -  P-plass - Populært boligområde. , Johan Arnt Høiseths veg 7, Heimdal , 123 m² , 4 350 000 kr , Totalpris: 4 465 670 kr • Fellesutg.: 1 516 kr , EiendomsMegler 1 avd. Trondheim Sentrum
167104558 , Ranheim - Sjarmerende familiebolig over 3 plan i et rolig og barnevennlig boområde - Solrik tomt - Garasje - Moderniseringsbehov , Prestmovegen 7 B, Ranheim , 145 m² , 4 690 000 kr , Totalpris: 4 808 420 kr , EiendomsMegler 1 avd. Grilstadporten
168307612 , LADE - Omsorgsbolig Smedstuveien 7 , SMEDSTUVEIEN 7, Trondheim , 58 m² , 1 113 600 kr , Totalpris: 1 408 054 kr • Fellesutg.: 7 175 kr , Borettslaget Smedstuveien 7
166446231 , ANGELLTRØA - Flott og Innholdsrik enderekkehus over 3 etasjer | Innredet kjellerstue | Attraktiv og barnevennlig beliggenhet , Sildråpevegen 62 A, Trondheim , 123 m² , 3 950 000 kr , Fellesutg.: 2 199 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
162020885 , Bromstad - Stilren innholdsrik leilighet over to plan | Sentralt | Barnevennlig |5 soverom | Balkong , Bromstadvegen 30, Trondheim , 130 m² , 3 990 000 kr , Totalpris: 4 127 724 kr • Fellesutg.: 4 640 kr , Krogsveen avd. Trondheim
167909963 , Bromstad/Strindheim - utsøkt 3-roms leilighet under oppføring. Overtagelse sommer 2020. Vannbåren gulvvarme. HTH kjøkken. Balkong på ca. 16 kvm med gode solforhold. P-plass i kjeller. , Bromstad Allé B2-2, Salg av kontraktsposisjon, Trondheim , 83 m² , 5 300 000 kr , Totalpris: 5 337 626 kr • Fellesutg.: 2 901 kr , DNB Eiendom AS
153329780 , Dalen - Koselig 2-roms selveierleilighet med sentrumsnær beliggenhet - Solrik veranda og hage - Nært studiesteder , Thoning Owesens gate 17, Trondheim , 34 m² , 2 190 000 kr , Totalpris: 2 245 920 kr • Fellesutg.: 726 kr , EiendomsMegler 1 avd. Trondheim Nord Øst/Lade
168087740 , Lund Østre/Heimdal - Ny og ubebodd toppleilighet i 6. etasje med vestvendt balkong á 11 m². Formidabel utsikt. Heis. P-plass. Lave omk. , Jernkisvegen 7, Heimdal , 72 m² , 4 590 000 kr , Totalpris: 4 614 220 kr • Fellesutg.: 2 749 kr , PrivatMegleren Trondheim
148565393 , SJETNEMARKA - Enebolig i barnevennlige omgivelser. Varmepumpe. Påkostet Kvik-kjøkken fra 2016. Flott utsikt og gode solforhold! , Paul Skolemesters veg 10C, Sjetnemarka , 150 m² , 4 290 000 kr , Totalpris: 4 398 592 kr , DNB Eiendom AS
168000282 , Salgsstart nye hus! Strinda Hageby - Innholdsrike familieboliger | 2 stuer | Takterrasse | P-Kjeller | 4-6 soverom , Gamle Jonsvannsveien 100, Solsletta Familieboliger Hus 3, Trondheim , 132 m² , 5 960 000 kr , Eier (Selveier) • Rekkehus • 5 soverom , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
151573014 , Reppe/Ranheim - Lekker 3-roms hjørneleilighet med nydelig fjordutsikt. Svært gode solforhold med to store terrasser. Heis. P-kjeller. , Reppevegen 4B, Ranheim , 77 m² , 4 190 000 kr , Totalpris: 4 312 180 kr • Fellesutg.: 2 390 kr , PrivatMegleren Benum & Johansen
158724352 , RINGVÅL - SVÆRT ROMSLIG OG LEKKER 4-ROMS PÅ 114 KVM. Vestvendt balkong - Herlig takhøyde - Moderne bad og kjøkken - Parkering , Ringvålvegen 352 G, Heimdal , 114 m² , 2 950 000 kr , Totalpris: 3 038 822 kr • Fellesutg.: 3 096 kr , Meglerhuset Nylander avd. Moholt
157475363 , UGLA - Nydelig arkitekttegnet enebolig med dobbelgarasje og sportsbod. Grenser mot friareal. Ligger ved foten av Bymarka. , Bragstads veg 20, Trondheim , 230 m² , 7 700 000 kr , Totalpris: 7 893 842 kr , DNB Eiendom AS
162258148 , Heimdal - Innholdsrik horisontaldelt halvpart av tomannsbolig | Biloppstilling | Bad/kjøkken 2015/2010 | Meget barnevennlig område , Vestre Rosten 8, Heimdal , 118 m² , 2 950 000 kr , Totalpris: 3 031 820 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
167926240 , Heimdal - Lys og lekker 3-roms sørvestvendt hjørneleilighet fra 2019 - TG0 på alle våtrom - Garasjeplass - Fjernvarme - Heis! , Industriveien 1 H, Heimdal , 62 m² , 3 690 000 kr , Totalpris: 3 783 420 kr • Fellesutg.: 1 903 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
164436152 , CHARLOTTENLUND - Oppgradert 4-roms leilighet i 2. etasje med vestvendt veranda. Rehabilitert i 2006. Stor felles hage. Parkering. , Hørløcks veg 61B, Jakobsli , 86 m² , 3 590 000 kr , Totalpris: 3 680 972 kr • Fellesutg.: 640 kr , DNB Eiendom AS
150108428 , Lade - Pen og moderne 3-roms med attraktiv beliggenhet. Heis og p-kjeller. Stor markterrasse. Fjernvarme. , Julianus Holms veg 50, Trondheim , 61 m² , 3 650 000 kr , Totalpris: 3 748 222 kr • Fellesutg.: 2 406 kr , DNB Eiendom AS
167595224 , Trondheim sentrum - SENTRAL BYGÅRD MED 2 LEILIGHETER. Kr 548 400,- i leieinntekt pr.år. Rehabilitert i 1980. Innvendig oppusset i 2015-2016 , Sandgata 69, Trondheim , 161 m² , 9 000 000 kr , Totalpris: 9 226 170 kr , EiendomsMegler 1 avd. Trondheim Sentrum
167902620 , Flott 3-roms med effektiv planløsning | Sør-/vestestvendt terrasse | Vannbåren fjernvarme i gulv | Leil.F1.2 , Lilleby Triangel bygg F, Trondheim , 44 m² , 3 050 000 kr , Totalpris: 3 076 150 kr • Fellesutg.: 1 822 kr , EiendomsMegler 1 Prosjekt Trondheim
167847046 , Stubban - Lekker 3-romsleilighet - Solrik terrasse på 37 kvm m/innglasset balkongdel - Egen p-plass i oppvarmet parkeringskjeller , Bratsbergvegen 112, Trondheim , 95 m² , 2 390 000 kr , Totalpris: 3 626 723 kr • Fellesutg.: 9 261 kr , EiendomsMegler 1 avd. Lerkendal
152872184 , Bakklandet - Romslig 2- roms. Nyere bygg/ leilighet for bydelen. Egen garasjeplass. Nytt kjøkken 2019 , Nygata 2A, Trondheim , 63 m² , 3 250 000 kr , Totalpris: 3 346 712 kr • Fellesutg.: 2 324 kr , PrivatMegleren Benum & Johansen
162487126 , Brundalen - 2- roms toppleilighet i oppgradert borettslag. Flott og stort kjøkken. Innglasset balkong. Gode solforhold , Brundalsgrenda 19, Jakobsli , 55 m² , 2 290 000 kr , Totalpris: 2 699 686 kr • Fellesutg.: 3 592 kr , PrivatMegleren Benum & Johansen
167763298 , Strinda Hageby - Strøken og moderne selveierleilighet fra 2019 | Solrik balkong | Lave felleskostnader | Fjernvarme | Heis , Øvre Granåslia 27, leil J-307, Trondheim , 37 m² , 2 479 000 kr , Totalpris: 2 479 000 kr • Fellesutg.: 1 492 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
149202938 , Heimdal Sentrum - Romslig 2(3)-roms hjørneleilighet i 2. etasje med god standard og sørvendt balkong - Heis -  Byggeår 2007 - IN-ordning , J.O. Stavs veg 2, Heimdal , 78 m² , 2 230 000 kr , Totalpris: 3 321 051 kr • Fellesutg.: 5 648 kr , DNB Eiendom AS
160419853 , LADEMOEN - Nydelig oppusset 3-roms i høy 1. etg- innvendig og utvendig topp standard- Kjøp leiligheten og leie ut et rom? , Østersunds gate 13 A, Trondheim , 51 m² , 2 090 000 kr , Fellesutg.: 8 195 kr , Meglerhuset Nylander avd Nybygg og Næring
155398831 , KLÆBU - Delikat 2-roms leilighet | Kjøkken TG1 | Parkering | Lave felleskostnader | Gode solforhold , Zakarias Brekkes veg 13, Klæbu , 51 m² , 1 950 000 kr , Totalpris: 1 999 920 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
148103202 , Bosberg - Meget flott og romslig enebolig i barnevennlig område - 4 sov - Sjøutsikt - Nydelig terrasse med gode solforhold , Bjøra 16, Bosberg , 197 m² , 5 200 000 kr , Totalpris: 5 331 170 kr , EiendomsMegler 1 avd. Trondheim Sør/Øst
156746400 , Huseby - Moderne 3-roms fra 2011 | Solrik terrasse, garasjeplass og personheis til etasjeplan | IN-ordning , Søndre Husebytun 4L, Saupstad , 83 m² , 980 000 kr , Totalpris: 3 225 747 kr • Fellesutg.: 13 415 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
154422468 , MUNKAUNET VEST - Unikt beliggende 3-roms leilighet | Majestetisk fjordutsikt! | Nytt 2017 | Parkeringskjeller | Lekker standard | Heis , Bynesveien 90, Trondheim , 81 m² , 4 500 000 kr , Totalpris: 4 505 060 kr • Fellesutg.: 3 247 kr , Heimdal Eiendomsmegling AS avd. Trondheim Sentrum
167585818 , KATTEM / HEIMDAL - TILTALENDE 3-ROMS REKKEHUS I BORETTSLAG - barnevennlig område med balkong og terrasse med tilgang til hage , Rødstilkvegen 29, Kattem , 99 m² , 2 090 000 kr , Totalpris: 2 659 951 kr • Fellesutg.: 6 917 kr , PROPR AS
165465763 , TYHOLT - Stor 3-roms selveier i 1.etg -  Meget attraktiv og rolig boområde - Vestvendt solrik veranda og plen - Varmepumpe , Paul Fjermstads veg 49, Trondheim , 82 m² , 3 490 000 kr , Totalpris: 3 578 592 kr , DNB Eiendom AS
154305956 , Bergheim - Flott leilighet på 60 kvm |40 kvm hovedleilighet og 20 kvm hybel for utleie (ca.6.800,-) | 4.etasje | Balkong | Heis , Ole Aasveds veg 2, Trondheim , 60 m² , 1 850 000 kr , Totalpris: 2 435 460 kr • Fellesutg.: 8 683 kr , EiendomsMegler 1 avd. Trondheim Øst/Valentinlyst
164886453 , Heimdal - Seksjon av tomannsbolig - Stor tomt - Kan kjøpes hver for seg/sammen - Gode solforhold - Nærhet til skoler og marka , Skyttervegen 1, Heimdal , 110 m² , 3 390 000 kr , Totalpris: 3 483 570 kr , Olden & Partners
164886448 , Heimdal - Seksjon av tomannsbolig - Stor tomt - Kan kjøpes hver for seg/sammen - Gode solforhold - Nærhet til skoler og marka , Skyttervegen 1, Heimdal , 50 m² , 2 190 000 kr , Totalpris: 2 253 742 kr , Olden & Partners
151546227 , ANGELLTRØA - Flott og innflyttingsklar 2-roms selveier i 2. etasje fra 2005 - Balkong - Parkering - Fjernvarme - Lave bokostnader , Haakon Odd Christiansens veg 17, Trondheim , 33 m² , 2 290 000 kr , Totalpris: 2 360 554 kr • Fellesutg.: 1 554 kr , Olden & Partners
167383572 , TEMPE - Lys 2-roms seniorbolig i 3.et. - Heis - Balkong - Fjernvarme inkl. i felleskostn. - Fast P-plass i felles garasjekjeller , Tempevegen 11 A, Trondheim , 56 m² , 1 800 000 kr , Totalpris: 2 059 059 kr • Fellesutg.: 6 670 kr , Olden & Partners
167362980 , Nedre Steinan - Delikat selveierleilighet fra 2016 med høy standard - TG0 på bad og kjøkken - P-kjeller, fjernvarme og bal. ventilasjon , Bjørkhaugvegen 27 A, Trondheim , 55 m² , 3 490 000 kr , Totalpris: 3 578 420 kr • Fellesutg.: 2 067 kr , EiendomsMegler 1 avd. Grilstadporten
165324598 , Reppe. Enderekkehus m/særdeles god beliggenhet, øverst og ytterst i feltet! Panorama over fjorden og Trondheim. Garasje. , Osvegen 13d, Ranheim , 103 m² , 3 490 000 kr , Totalpris: 4 368 710 kr • Fellesutg.: 6 788 kr , Aktiv
167288878 , TILLER - Flott selveier med innflytting til høsten. Parkering i kjeller. Vestvendt terrasse på 17 kvm. Fjernvarme. , Hagebyen Tiller G og H, Tiller , 49 m² , 2 700 000 kr , Totalpris: 2 719 915 kr • Fellesutg.: 1 896 kr , EiendomsMegler 1 Prosjekt Trondheim
167242114 , Strinda Hageby - Splitter ny 3-roms med ferdigstillelse i mars | Balkong | 2 sov | HTH kjøkken- og baderomsinnredning , Øvre Granåslia, leil. H-201, Trondheim , 41 m² , 2 675 000 kr , Totalpris: 2 743 040 kr • Fellesutg.: 1 415 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
167194114 , Grilstad Marina - Unik 4- roms toppleilighet. Vesentlig oppgradert. 2 balkonger. 2 P-plasser. 2 bad. 2 boder. Fjernvarme inkludert , Strindfjordvegen 6, Ranheim , 122 m² , 7 790 000 kr , Totalpris: 7 996 320 kr • Fellesutg.: 3 521 kr , PrivatMegleren Benum & Johansen
167193754 , Buran - Flott 2-roms med god plassering i 3. etg. Kjøkken fra 2011. Heis. Modernisert bygg i 05/06. Kort avstand til Solsiden. , Innherredsveien 61D, Trondheim , 37 m² , 1 290 000 kr , Totalpris: 2 032 383 kr • Fellesutg.: 6 799 kr , PrivatMegleren Benum & Johansen
167180038 , Ranheim - 5- roms utsiktsleilighet over 2 plan. Solrik balkong. Gulvareal ca. 130 kvm. Stor privat bod/ hobbyrom , Anton Jenssens veg 86B, Ranheim , 101 m² , 4 490 000 kr , Totalpris: 4 613 820 kr • Fellesutg.: 1 550 kr , PrivatMegleren Benum & Johansen
125915687 , Ferstad - Enebolig på pynten av Ferstad med meget flotte sol- og utsiktsforhold. 2 bad og kjellerstue. Populært boligområde. , Øvre Ferstadveg 13 B, Trondheim , 168 m² , 5 175 000 kr , Totalpris: 5 307 520 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen
146148575 , Strinda Hageby - Oppgradert toppleilighet med takterrasse og innglasset balkong | Gode solforhold og nydelig utsikt , Øvre Granåslia 15, Trondheim , 135 m² , 11 350 000 kr , Fellesutg.: 3 969 kr , Heimdal Eiendomsmegling AS, Hovedkontor Trondheim
167025074 , LILLEBY - I Mai kan du flytte inn i en helt ny 3-roms i 5. etasje. Vestvendt balkong. Sentrumsnær beliggenhet. , Lilleby Triangel G5-2, Trondheim , 44 m² , 3 400 000 kr , Totalpris: 3 427 600 kr • Fellesutg.: 1 892 kr , EiendomsMegler 1 Prosjekt Trondheim
159414943 , Grilstad Marina - Grilstad Marina - LEKKER OG MODERNE 2-ROMS LEILIGHET MED PARKERING. Kjøkken og bad i TG1. Gode sol- og utsiktsforhold. , Grillstadfjæra 20, Ranheim , 48 m² , 3 190 000 kr , Totalpris: 3 270 920 kr , EiendomsMegler 1 avd. Grilstadporten
167016888 , LILLEBY - I høst kan du flytte inn i en sentrumsnær 3-romshjørneleilighet i 2. etasje med solrik balkong og parkering. , Lilleby Triangel 3 Leil. H2-1, Trondheim , 73 m² , 4 600 000 kr , Totalpris: 4 637 940 kr • Fellesutg.: 2 636 kr , EiendomsMegler 1 Prosjekt Trondheim
167003220 , HEIMDAL - Ny og romslig 3(4)-roms hjørneleilighet i høy 1. etasje - Stor og sydvestvendt terrasse - P-kjeller - Innflyttingsklart , Industriveien 1, Heimdal , 74 m² , 4 390 000 kr , Totalpris: 4 505 800 kr • Fellesutg.: 1 438 kr , EiendomsMegler 1 Prosjekt Trondheim
156261802 , Jakobsli - Attraktiv enebolig i et familievennlig og fint nabolag. Solrik terrasse og veranda. Garasje. Pen steinlagt innkjørsel. , Jakobsgrenda 52, Jakobsli , 91 m² , 4 990 000 kr , Totalpris: 5 130 020 kr , PrivatMegleren Benum & Johansen
168440828 , Heimdal - Flott og moderne 2-roms selveier hjørneleilighet fra 2018 m/ stor terrasse. Egen parkeringsplass i P-kjeller. Fjernvarme , Sandbakkvegen 4 B, Heimdal , 46 m² , 2 270 000 kr , EiendomsMegler 1 avd. Trondheim Vest/Byåsen , Eier (Selveier) • Leilighet • 1 soverom
159525183 , Heimdal - Nydelig to-romsleilighet med attraktiv beliggenhet på Heimdal | Pen standard | Bygd 2014 | Parkeringsplass | Sentralt , Kirkeringen 1, Heimdal , 65 m² , 3 190 000 kr , Totalpris: 3 282 132 kr • Fellesutg.: 2 612 kr , Heimdal Eiendomsmegling AS avd Heimdal
166755149 , Leilighet i Svanemerket prosjekt med høy byggestandard- P-plass, balkong og heis , Bonesvegen, Trondheim , 47 m² , 2 990 000 kr , Totalpris: 3 015 297 kr • Fellesutg.: 1 337 kr , JM Norge
155114321 , Persaunet - Nydelig 3-romsleilighet med en attraktiv og sentral beliggenhet | Renovert både inne- og utendørs 2013 og 2019 , Marie Michelets veg 17C, Trondheim , 70 m² , 3 095 000 kr , Totalpris: 3 729 291 kr • Fellesutg.: 5 644 kr , Heimdal Eiendomsmegling AS avd Heimdal
161479246 , Tiller - Nydelig 3-roms endeleilighet fra 2014 | Carport | Solrik balkong på 15 kvm | Utsikt mot Vassfjellet | Barnevennlig , Hårstadhaugen 62, Tiller , 70 m² , 3 690 000 kr , Totalpris: 3 796 950 kr • Fellesutg.: 1 837 kr , Heimdal Eiendomsmegling AS avd Heimdal
158188261 , ILA - Innholdsrik bolig med flere boenheter. Populær beliggenhet nær sentrum, NTNU og St.Olavs. Gode leieinntekter. Utsikt. , Osloveien 44B, Trondheim , 487 m² , 14 500 000 kr , Totalpris: 14 863 722 kr , DNB Eiendom AS
166704997 , Ranheim - Flott 3-roms med god beliggenhet i Ranheimsfjæra | Romslig og moderne stue-/kjøkkenløsning | Parkering i garasje , Ranheimsfjæra 79, Ranheim , 80 m² , 4 150 000 kr , Totalpris: 4 254 920 kr • Fellesutg.: 2 558 kr , EiendomsMegler 1 avd. Grilstadporten
153398982 , HEIMDAL - NYOPPFØRT(2018) 3-ROMS MED HØY STANDARD-10 min gange til Heimdal Sentrum. Sørvendt terrasse -Fjernvarme, heis, P-kjeller , Sandbakkvegen 2 A, Heimdal , 58 m² , 3 250 000 kr , Totalpris: 3 348 822 kr • Fellesutg.: 2 678 kr , Meglerhuset Nylander avd. Moholt
166706695 , Klæbu- Oppfyll rekkehusdrømmen i et barnevennlig område! Parkering - Lave omkostninger - 3 soverom - Markterrasse , Timoteivegen 2 - 12, Klæbu , 96 m² , 3 590 000 kr , Totalpris: 3 617 290 kr • Fellesutg.: 1 900 kr , EiendomsMegler 1 Prosjekt Trondheim
166707408 , Ny og delikat duplex over 2 plan. 3 terrasser. 3 sov. Parkering i kjeller. Innflytting Mai. Vannbåren gulvvarme. , Saga Park Bygg E, Heimdal , 82 m² , 4 550 000 kr , Totalpris: 4 566 440 kr • Fellesutg.: 1 567 kr , EiendomsMegler 1 Prosjekt Trondheim
166620110 , UGLA/BYÅSEN - Innflytningsklar leilighet i 2. etasje - 3 soverom - P-plass i kjeller - Snøsmelteanlegg på terrasse , Anders Hovdens vei 7B B2, Trondheim , 143 m² , 8 950 000 kr , Fellesutg.: 2 722 kr , DNB Eiendom AS
166580242 , Buran - Svært innbydende og moderne 4-roms- Sentrumsnær beliggenhet - Oppgradert i 2014  -Nært "alle" fasiliteter , Innherredsveien 61 D, Trondheim , 67 m² , 3 390 000 kr , Totalpris: 3 397 458 kr • Fellesutg.: 6 218 kr , EiendomsMegler 1 avd. Trondheim Sentrum
166454515 , Fossegrenda - Lekker og moderne 3-roms leilighet fra 2014 i 1. etg - Fjernvarme - Parkeringskjeller - Heis - Vestvendt terrasse , Gamle Leirvegen 97, Trondheim , 66 m² , 3 290 000 kr , Totalpris: 3 373 472 kr • Fellesutg.: 2 597 kr , DNB Eiendom AS
166462350 , SENTRUM/MIDTBYEN - Bryggeleilighet over 2 plan -Utsøkt beliggenhet i midtbyen - God takhøyde - Takterrasse - TG1 - "Alt" inkl. i felleskost , Fjordgata 26, Trondheim , 50 m² , 2 490 000 kr , Totalpris: 3 251 838 kr • Fellesutg.: 5 301 kr , PrivatMegleren Trondheim
153577728 , Tiller - Hus på Tiller -  Kommer for salg til sommeren   - teaser - , Ingeborg Ofstads vei 63, Tiller , 170 m² , 6 990 000 kr , Totalpris: 6 990 001 kr , Privat
142315270 , Fortunalia - Enebolig med leieinntekter og 2 stk tomter på tilsammen 1,4 mål med stort byggepotensiale  - Fabelaktig utsikt. , Sæterbakken 1, Jonsvatnet , 173 m² , 7 490 000 kr , Totalpris: 7 678 472 kr , DNB Eiendom AS
166460094 , Kattem - Flott 4-roms leilighet med sentral beliggenhet på Kattem | P-plass i kjeller | Total renovert i 2013 ut- og innvendig , Myrsnipevegen 8 K, Kattem , 94 m² , 2 150 000 kr , Totalpris: 2 691 808 kr • Fellesutg.: 7 025 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
166451322 , Lund Østre - Flott rekkehus med høy standard - 4 soverom - 2 stuer - Carport - Fjernvarme og balansert ventilasjon - Gode solforhold , Andersbakkan 60, Heimdal , 126 m² , 4 400 000 kr , Totalpris: 4 511 222 kr , DNB Eiendom AS
166239410 , TRONDHEIM / NEDRE MØLLENBERG - Romslig, modernisert og hjemmekoselig bygårdsleilighet med svært attraktiv beliggenhet - MÅ SEES! , Nedre Møllenberg gate 66A, Trondheim , 96 m² , 4 390 000 kr , Totalpris: 4 508 192 kr , PROPR AS
155484228 , UTLEIR - Flott 3-roms i 3.etg | TG1 kjøkken/bad | Parkering i P-kjeller | Fjernvarme & varmtvann inkl | Stor balkong | IN-ordning , Lillian Byes veg 12, Trondheim , 71 m² , 1 500 000 kr , Totalpris: 2 788 959 kr • Fellesutg.: 9 754 kr , Heimdal Eiendomsmegling AS, avd Høyskoleparken
166273589 , Nardo - Arealeffektiv 2-roms andelsleilighet | Egen balkong | Nærhet til buss, butikk og NTNU | Kort vei til sentrum og marka , Hjalmar Haalkes veg 2, Trondheim , 31 m² , 1 880 000 kr , Totalpris: 1 919 423 kr • Fellesutg.: 2 605 kr , Heimdal Eiendomsmegling AS avd Heimdal
165812373 , NIDARVOLL - Familiebolig med 2-roms utleieleilighet/ 10 600 pr mnd - Veranda og hage - Bad 2015 , Dalsaunevegen 1D, Trondheim , 196 m² , 6 490 000 kr , Totalpris: 6 653 472 kr , DNB Eiendom AS
165405902 , Sentrum/Ravnkloa - Sentral 3(4)- roms selveierleilighet med fjordutsikt - 4 etg. med heis - Gangavstand til "alt" , Munkegata 64B, Trondheim , 92 m² , 3 840 000 kr , Totalpris: 4 119 307 kr • Fellesutg.: 5 150 kr , DNB Eiendom AS
158121071 , Ranheim - Lys og pen 2-roms selveierleilighet i 2 etg. med vestvendt balkong - Parkeringsplass med ladestasjon - Heis - Fjernvarme , Ranheimsfjæra 53, Ranheim , 59 m² , 3 190 000 kr , Totalpris: 3 270 920 kr • Fellesutg.: 2 054 kr , EiendomsMegler 1 avd. Grilstadporten
156749431 , Sorgenfri - Flott og sentrumsnær halvpart. 2 stuer - Peis - 3 soverom - 2 balkonger. Stor felles hage. TG1 på kjøkken. Parkering. , Birkebeinervegen 4, Trondheim , 99 m² , 3 460 000 kr , Totalpris: 3 548 840 kr , EiendomsMegler 1 avd. Lerkendal
165677707 , GRILSTAD - HERLIG OG MODERNE 3 ROMS I FJORDHAGEN - Vestvendt solrik markterrasse på 12 kvm.  - P-plass i kjeller og fjernvarme. , Grillstadfjæra 47, Ranheim , 54 m² , 3 290 000 kr , Fellesutg.: 1 694 kr , Meglerhuset Nylander avd. Moholt
165695250 , BERG - INNHOLDSRIK, VELHOLDT BOLIG MED SJEL. Dobbeltgarasje, stor tomt, solrik og flott opparbeidet hage, 2 bad, 3 stuer, 4 sov , Strindvegen 9, Trondheim , 212 m² , 10 900 000 kr , Totalpris: 11 184 822 kr , Meglerhuset Nylander avd Solsiden
165946729 , URBAN 2-ROMS FRA 2019 I 2.ETG MIDT I TRONDHEIM SENTRUM. Totalrehabilitert bygård. Vannbåren gulvvarme. Nært NTNU. , Munkhaugveita 7, Trondheim , 37 m² , 2 790 000 kr , Totalpris: 2 874 670 kr • Fellesutg.: 2 738 kr , EiendomsMegler 1 Prosjekt Trondheim
165941072 , Byåsen - NYDELIG 3-ROMS PÅ 74 KVM I 3.ETG SOM BLE OPPGRADERT I 2012. Balkong med gode solforhold. Kjøkken og bad TG1. P-plass* , Stabells veg 1 B, Trondheim , 74 m² , 2 890 000 kr , Totalpris: 3 401 921 kr • Fellesutg.: 4 980 kr , EiendomsMegler 1 avd. Trondheim Sentrum
165940501 , Lund Østre- Oppfyll rekkehusdrømmen i et familievennlig boligområde - Vaskerom -  Parkering i kjeller - 4 soverom , Johan Arnt Høiseths veg 85, Heimdal , 122 m² , 4 450 000 kr , Totalpris: 4 480 670 kr • Fellesutg.: 1 516 kr , EiendomsMegler 1 Prosjekt Trondheim
165352100 , Byåsen - Enebolig med hybelutleie - Nytt påbygd inngangsparti - Varmepumpe - Flott opparbeidet tomt , Sivert Dahlens veg 12, Trondheim , 174 m² , 5 290 000 kr , Totalpris: 5 437 400 kr , PrivatMegleren Trondheim
162410279 , Trondheims rimeligste selveierleiligheter? - bo nesten gratis eller som investering! , Heimdalsveien 154, Leinstrand , 78 m² , 1 490 000 kr , Totalpris: 1 554 750 kr • Fellesutg.: 750 kr , Privat
164864494 , Salg av kontraktposisjon - Flott og helt nytt rekkehus på attraktive Væretrøa Park med fantastisk utsikt og beliggenhet. Lave omk.  Parkering. , Væretrøa Park Rekkehus A2, Ranheim , 89 m² , 4 290 000 kr , Totalpris: 4 315 120 kr • Fellesutg.: 1 952 kr , EiendomsMegler 1 Prosjekt Trondheim
164793149 , Innflyttingsklar 3 roms leilighet i trafikkstille omgivelser på Tiller. Parkering i P-kjeller. , Tonstadbrinken 301, Tiller , 61 m² , 2 998 000 kr , Totalpris: 3 020 267 kr • Fellesutg.: 749 kr , Varmbobygg AS
164739155 , Tiller - SJEKK PRIS! Moderne 3-roms selveier leil. med TG0 på alt! Heis og P-plass i kjeller. Fjernvarme ink. i felleskost. , Harald Torps veg 21, Tiller , 60 m² , 3 050 000 kr , Totalpris: 3 131 732 kr • Fellesutg.: 2 390 kr , EiendomsMegler 1 avd. Trondheim Syd/Heimdal
145827194 , Helt ny hjørneleilighet med sørvest vendt balkong. Innflyttingsklart oktober 2020. Parkering. Fjernvarme. Heis. , Solveig Abrahamsens veg, Ranheim , 63 m² , 3 700 000 kr , Totalpris: 3 719 640 kr • Fellesutg.: 2 171 kr , EiendomsMegler 1 Prosjekt Trondheim
164712462 , Nytt rekkehus med smart planløsning på Reppetoppen. 2 soverom + loftstue.  Privat uteområde, hageflekk og terrasse , Solveig Abrahamsens veg, Ranheim , 70 m² , 3 300 000 kr , Totalpris: 3 320 420 kr • Fellesutg.: 903 kr , EiendomsMegler 1 Prosjekt Trondheim
