ID, Beskrivelse, adresse, kvadratmeter, pris, totalpris + fellesgjeld, megler 
172588859 , Flott toppleilighet sentralt i Vikevåg - 2 soverom - Solrik terrasse. , Håvasteinhagane 33 Leil H0302, Rennesøy , 61 m² , 2 190 000 kr , Totalpris: 2 256 292 kr • Fellesutg.: 775 kr , Aktiv Stavanger
172573378 , Vaulen Have trinn1 - 4 flotte selveierleiligheter med god planløsning og gode solforhold! , Vaulenveien 25-27, Stavanger , 78 m² , 3 990 000 - 4 290 000 kr , Totalpris: 4 016 346 - 4 316 346 kr , Eiendomsmegler Vest Nybygg Stavanger
149435706 , Moderne leilghet i sjøkanten i vakre Ryfylke. Midt i Judaberg sentrum. , Judaberg, Finnøy , 66 - 83 m² , 2 790 000 - 3 290 000 kr , Eier (Selveier) • Leilighet , Ladstein Bygg AS
126923091 , Mariero Panorama - 21 eksklusive leiligheter med utsikt mot fjord og fjell , Mariero Panorama, Stavanger , 70 - 168 m² , 4 390 000 - 13 000 000 kr , Totalpris: 4 406 046 - 13 035 606 kr , EiendomsMegler 1 Nybygg Forus
134061556 , Innseilingå Fjordsol - en ledig leilighet igjen, klar for overtakelse! , Innseilingå trinn 2 Fjordsol, Stavanger , 96 m² , 7 590 000 kr , Eier (Selveier) • Leilighet , DNB Eiendom AS
162211644 , Hinna - Flott, velholdt familiebolig over tre plan. Etterspurt boområde innerst i blindvei. Enkel carport og solrik hage. , Bernhard Hinnas gate 8, Stavanger , 286 m² , 6 490 000 kr , Totalpris: 6 667 892 kr , PrivatMegleren Haferkamp & Partnere
172481907 , Eiganes - Stor, ærverdig  murvilla i jugendstil med nydelig, usjenert uteareal. Garasje. Etterspurt og sentral beliggenhet , Gamle Madlaveien 24, Stavanger , 206 m² , 6 350 000 kr , Totalpris: 6 524 392 kr , PrivatMegleren Haferkamp & Partnere
170468994 , Topp og endeleilighet med flott utsikt og stor innglasset balkong på 19 kvm. - Attraktiv og sentral beliggenhet. , Hjalmar Johansens gate 28, Stavanger , 74 m² , 1 900 000 kr , Totalpris: 2 442 725 kr • Fellesutg.: 5 950 kr , Krogsveen avd. Mariero
172086211 , Dronningåsen - Stor topp- og endeleilighet med nydelig utsikt flotte terrasser, heis og fast parkering i lukket anlegg , Dronningåsen 61, Stavanger , 111 m² , 6 950 000 kr , Totalpris: 7 160 063 kr • Fellesutg.: 3 605 kr , DNB Eiendom AS
172315724 , Stavanger Øst - Påmeldingsvisning! Innflyttningsklar og stor 4-roms leilighet med flott sjøutsikt og gode solforhold. Fast parkering. , Siriskjeret 23, Stavanger , 128 m² , 5 490 000 kr , Totalpris: 5 628 592 kr • Fellesutg.: 3 241 kr , Krogsveen avd. Stavanger Øst
172311095 , PÅMELDING TIL VISNING! - Flott velholdt leilighet i 5. etasje med innglasset balkong, by utsikt og gode solforhold. , Badehusgata 45, Stavanger , 71 m² , 1 970 000 kr , Totalpris: 2 907 457 kr • Fellesutg.: 10 519 kr , Krogsveen avd. Mariero
172347086 , Gausel - Romslig og pen 4-roms toppleilighet. Stor terrasse, svært gode solforhold, fin utsikt, garasjeplass og elbillader. , Markaholen 1, Stavanger , 102 m² , 2 900 000 kr , Totalpris: 3 090 639 kr • Fellesutg.: 4 303 kr , PrivatMegleren Haferkamp & Partnere
172227912 , Gausel - Kjekk enebolig over 3 plan med carport. Hybel. Flott hjørnetomt som er nydelig opparbeidet. Velholdt og moderne standard , Keramikkveien 1, Stavanger , 133 m² , 5 190 000 kr , Totalpris: 5 320 920 kr , EiendomsMegler 1 Mariero
172329042 , Åsen - Enebolig med god standard - Solrike terrasser og opparbeidet hage , Brattåsveien 2A, Stavanger , 136 m² , 4 690 000 kr , Totalpris: 4 819 920 kr , Eiendomsmegler Vest Stavanger
172233797 , Hinna Park - Moderne selveierleilighet med god planløsning | Solrik, vestvendt balkong med fin utsikt | , Laberget 90, Stavanger , 46 m² , 2 590 000 kr , Totalpris: 2 656 092 kr • Fellesutg.: 1 563 kr , Samsolgt by DNB Eiendom
172305558 , Åsen - Lys og fin 2-romsleilighet med stor innglasset balkong | God standard | Fast parkeringsplass i garasje | Ingen dok.avg. , Brattåsveien 10A, Stavanger , 44 m² , 1 450 000 kr , Totalpris: 2 150 116 kr • Fellesutg.: 6 675 kr , Samsolgt by DNB Eiendom
172278360 , Madla - Lekker og påkostet enebolig fra 2014 med attraktiv beliggenhet i blindvei - Dobbel garasje , Skjalgsbakken 36, Hafrsfjord , 176 m² , 7 950 000 kr , Totalpris: 8 149 920 kr , EiendomsMegler 1 Madla
172320914 , Stavanger Øst - Sjarmerende enebolig over to plan -  like utenfor sentrumskjernen. Betydelig oppusset 1.etasje. 2 soverom. , Bøkkersmauet 10A, Stavanger , 58 m² , 2 490 000 kr , Eier (Selveier) • Enebolig • 2 soverom , EiendomsMegler 1 Stavanger
172299449 , Madla/Slåtthaug - Stor og flott enebolig med 4 soverom, 3 stuer og 2 bad, samt et toalettrom! Kjekt uteområde med gode solforhold , Byggstien 50, Hafrsfjord , 205 m² , 6 100 000 kr , Totalpris: 6 253 842 kr , DNB Eiendom AS
162040282 , Kvernevik - Stor og innholdsrik familiebolig med et trivelig uteområde. Meget barnevennlig område. , Grågåsveien 16, Hafrsfjord , 227 m² , 4 500 000 kr , Totalpris: 4 623 742 kr , Proaktiv Stavanger
96713387 , Østhusvik - Frittliggende, lys og pen endeleilighet med bra standard. , Østhustunet 24, Rennesøy , 60 m² , 2 090 000 kr , Totalpris: 2 148 744 kr , Krogsveen avd. Stavanger
172224605 , Vikevåg - Moderne og lekker leilighet fra 2013 med 2 soverom * Stor terrasse * , Håvasteinhagane 35, Rennesøy , 64 m² , 2 190 000 kr , Totalpris: 2 256 322 kr • Fellesutg.: 775 kr , Notar Stavanger
172313721 , Åsen - Vis. 15.04 (påmelding) Flott og innholdsrik familiebolig med sentral beliggenhet - Fire soverom - Terrasse og hage , Vassåsveien 18, Stavanger , 168 m² , 4 690 000 kr , Totalpris: 4 818 492 kr , Proaktiv Stavanger
172238874 , Vikevåg - Nyere og innholdsrik enebolig i barnevennlig område. Solrik endetomt og flott utsikt. God standard. , Øvre Håvasteintunet 14, Rennesøy , 175 m² , 4 700 000 kr , Totalpris: 4 832 772 kr , Notar Stavanger
172309541 , Vestre Platå/Sentrum - Lys, pen topp-/hjørneleilighet. 2 soverom. Lukket parkering. Gangavstand til sentrum. , Oscars gate 10B, Stavanger , 54 m² , Solgt , Totalpris: 2 450 920 kr • Fellesutg.: 1 667 kr , EiendomsMegler 1 Madla
172309081 , Tasta - PÅMELDINGSFRIST TIL VISNING kl 12.00 den 07.04.  - Lekkert rekkehus fra 2012 med 3 balkonger og praktisk garasje. Meget , Rustabakken 128, Stavanger , 126 m² , 990 000 kr , Totalpris: 4 444 707 kr • Fellesutg.: 10 971 kr , DNB Eiendom AS
172303520 , Eiganes - Lekker leilighet med stor solrik terrasse - 2 soverom - 2 bad -  Fast parkering i lukket anlegg med elbillader , Steingata 102 G, Stavanger , 82 m² , 3 650 000 kr , Totalpris: 3 663 905 kr • Fellesutg.: 3 999 kr , Proaktiv Stavanger
149431470 , Mosterøy - Nyere lekker "betongfunkis" i landlige og idylliske omgivelser , Hodnafjellveien 23, Mosterøy , 199 m² , 5 950 000 kr , Totalpris: 6 109 020 kr , Eie Eiendomsmegling - Espen Eide & Partnere AS
172235461 , Gausel - PÅMELDING TIL VISNING. Kjekt og innholdsrikt rekkehus over 3 plan med flott utsikt utover Gandsfjorden. Carport , Dronningåsen 41, Stavanger , 86 m² , 3 450 000 kr , Totalpris: 3 580 735 kr • Fellesutg.: 2 184 kr , Krogsveen avd. Sandnes
145145327 , Rennesøy/Vikevåg - Moderne selveierleilighet med bra standard - 2 soverom - Parkering i garasje , Håvasteinhagane 32, Rennesøy , 69 m² , 1 990 000 kr , Totalpris: 2 051 322 kr • Fellesutg.: 1 366 kr , Notar Stavanger
145130910 , FINNØY / JUDABERG - Enebolig på Judaberg. Nyoppført i 2013. Flott utsikt. God standard. Garasje. , Nesagjerdet 11, Finnøy , 146 m² , 4 670 000 kr , Totalpris: 4 787 972 kr , DNB Eiendom AS
167031432 , Stavanger sentrum - NY PRIS! Fin 2-roms selveierleilighet med meget sentral beliggenhet. , Mellomgata 5B, Stavanger , 46 m² , 1 990 000 kr , Totalpris: 2 040 920 kr , EiendomsMegler 1 Stavanger
165168525 , Brl. leilighet i 4. etasje. Renoveringsobjekt i Rosenli. , Digranesveien 9, Stavanger , 35 m² , 1 280 000 kr , Totalpris: 1 298 121 kr • Fellesutg.: 2 577 kr , DNB Eiendom AS
167947839 , Sentrum I Pen leil. midt i byen, 6.etg. m/to sov., innglasset balkong, og flott utsikt. , St. Olavs gate 11, Stavanger , 112 m² , 4 990 000 kr , Totalpris: 5 128 892 kr • Fellesutg.: 3 309 kr , DNB Eiendom AS
172218526 , Øvre Vaulen - Innholdsrik enebolig med dobbel garasje, fantastiske solforhold og en nydelig utsikt. , Sevjebråtet 5A, Stavanger , 140 m² , 7 490 000 kr , Totalpris: 7 689 572 kr , Verdi Eiendomsmegling AS
172214063 , Eiganes - Leilighet med sentral beliggenhet og innredet kjeller. Stor solrik terrasse. Garasje , Øvre Stokkavei 6, Stavanger , 107 m² , 2 790 000 kr , Totalpris: 2 872 420 kr , Eiendomsmegler Vest Stavanger
137820919 , Sentralt i Stavanger. Moderne eneboliger hvor du kan bestemme planløsningen. Mulighet for hybel. , Statfjordtunet 50 A+ C, Stavanger , 195 m² , 5 990 000 kr , Totalpris: 6 038 842 kr , Haga AS
171606296 , SAXEMARKA - Romslig leilighet med 3 soverom, oppusset bad og usjenert beliggenhet i blokka! , Peder Saxes gate 19, Stavanger , 74 m² , 2 100 000 kr , Totalpris: 2 580 012 kr • Fellesutg.: 5 377 kr , DNB Eiendom AS
172145442 , Eiganes - Lekker nyoppført enebolig i rolig strøk på Eiganes. 4 soverom. 2 bad. 2 stuer. Garasje. , Dr. Eyes gate 7B, Stavanger , 190 m² , 8 500 000 kr , Totalpris: 8 586 170 kr , EiendomsMegler 1 Eiganes
138886178 , Sunde - Populært og innholdsrikt rekkehus. Utsikt mot Hafrsfjord.: Etterspurt og barnevennlig boligområde. , Rytterfaret 38, Hafrsfjord , 184 m² , 5 200 000 kr , Totalpris: 5 338 420 kr , EiendomsMegler 1 Madla
145206078 , Storhaug - Lys og meget sjarmerende 2-roms leilighet. Felles terrasse og hage. Sentral og attraktiv beliggenhet. , Nedstrandsgata 24, Stavanger , 47 m² , 2 100 000 kr , Totalpris: 2 157 472 kr , DNB Eiendom AS
172134829 , Tasta - Flott leilighet med god standard - Stor solrik balkong med flott utsikt , Rustabakken 53, Stavanger , 72 m² , 790 000 kr , Totalpris: 3 791 935 kr • Fellesutg.: 8 400 kr , Eiendomsmegler Vest Stavanger
172133667 , Tjensvoll - Lys og moderne toppleilighet med god standard - Solrik balkong med flott utsikt , Professor Hansteens gate 69, Stavanger , 79 m² , 2 890 000 kr , Totalpris: 3 253 926 kr • Fellesutg.: 5 757 kr , Eiendomsmegler Vest Stavanger
156993952 , STORHAUG - Arealeffektiv leilighet i 2.etasje + loft - Sentrumsnært - Parkering - Flotte turområder , Nymansveien 169B, Stavanger , 48 m² , 1 690 000 kr , Totalpris: 1 733 420 kr , EiendomsMegler 1 Stavanger
156927367 , Eiganes - Tiltalende leilighet i meget attraktivt område | 2 soverom | Gangavstand til sentrum og Mosvannet , Olav Nilssons gate 60, Stavanger , 74 m² , 3 190 000 kr , Totalpris: 3 285 422 kr , Notar Stavanger
169167682 , VAULEN, Flotte eneboliger i attraktivt og familievennlig boligstrøk , Krokenesveien 1, Stavanger , 175 m² , 8 990 000 kr , Totalpris: 9 060 092 kr , Haga AS
172069635 , Haugtussa- Flott og innholdsrikt rekkehus med meget god og gjennomtenk planløsning. - 4 sov - God lagring - Barnevennlig , Springarstien 53, Stavanger , 138 m² , 3 890 000 kr , Totalpris: 4 127 457 kr • Fellesutg.: 4 780 kr , Krogsveen avd. Mariero
170452857 , Madla / Ragnhilds gate - Stor arkitekttegnet enebolig på 258 kvm BRA. Stor solrik tomt på 950 kvm. *Rammetillatelse til nytt hus på 482 kvm BRA* , Ragnhilds gate 58, Hafrsfjord , 235 m² , 11 000 000 kr , EiendomsMegler 1 Madla , Eier (Selveier) • Enebolig • 4 soverom
171655553 , BJERGSTED - Sentrumsnær 3-roms endeleilighet med god takhøyde og store vindusflater. Stor terrasse. Parkering i lukket anlegg. , Sverdrups gate 32, Stavanger , 67 m² , 2 750 000 kr , Totalpris: 2 829 789 kr • Fellesutg.: 2 587 kr , DNB Eiendom AS
171971116 , Hundvåg - Påmeldingsvisning! Oppusset og luftig leilighet med fast parkering i lukket anlegg, 1 soverom og solrik terrasse. Heis i , Husabøåkeren 4B, Hundvåg , 68 m² , 2 290 000 kr , Totalpris: 2 573 622 kr • Fellesutg.: 4 352 kr , DNB Eiendom AS
172062253 , Ullandshaugskråningen - Romslig del av vert.delt tomannsbolig med bruksareal på hele 151m2! Flotte uteområder og garasje. Oppussing må påregnes. , Askeladdveien 11A, Stavanger , 116 m² , 3 190 000 kr , Eier (Selveier) • Tomannsbolig • 1 soverom , EiendomsMegler 1 Stavanger
172043843 , Hundvåg - Enebolig i rekke med skjermet hage. Bud foreligger ! , Klappmyssveien 56, Hundvåg , 88 m² , Solgt , Fellesutg.: 3 816 kr , DNB Eiendom AS
171997968 , Åsen - PÅMELDING TIL VISNING. Pent rekkehus med 3 soverom, 2 stuer, vedovn og solrik lettstelt hage i barnevennlig område , Solåsveien 13B, Stavanger , 125 m² , 3 190 000 kr , Totalpris: 3 277 957 kr • Fellesutg.: 3 927 kr , Krogsveen avd. Sandnes
171988182 , Stokka - PÅMELDINGSFRIST TIL VISNING kl 12.00 den 07.04.  - 2-roms leilighet med en herlig beliggenhet - Vestvendt balkong - God , Agathe Backer Grøndahls vei 6B, Stavanger , 52 m² , 2 190 000 kr , Totalpris: 2 540 423 kr • Fellesutg.: 4 524 kr , DNB Eiendom AS
171960274 , Lekkert rekkehus i barnevennlig område - 2 stuer, 2 bad og 3 soverom - Utsikt-  2 garasjeplasser , Rustabakken 28, Stavanger , 128 m² , 1 100 000 kr , Totalpris: 4 603 285 kr • Fellesutg.: 9 388 kr , EiendomsMegler 1 Madla
132610280 , Bru - Stor og moderne enebolig fra 2007 med godkjenning for utleie i kjeller * Mulighet for kjøp av båtplasser * , Raunen 41, Bru , 251 m² , 6 600 000 kr , Totalpris: 6 780 272 kr , Notar Stavanger
171972965 , Våland - Flott og moderne leiligheter som er oppgradert i nyere tid. Sentral og attraktiv beliggenhet. , Schives gate 12 A, Stavanger , 87 m² , 3 175 000 kr , Totalpris: 3 262 612 kr , Proaktiv Stavanger
171972672 , Bjergsted - Salg av kontraktposisjon - Stor eksklusiv toppleilighet med god planløsning og unik loftsløsning - 2 p-plasser i lukket anlegg - Stor takterrasse , Bjergstedhagen leil. DE4, Stavanger , 154 m² , 10 590 000 kr , Eier (Selveier) • Leilighet • 4 soverom , Aktiv Stavanger
167827121 , Tasta - Fin 3-roms leilighet med god planløsning - 2 soverom - Balkong - Parkering -Sentralt med god bussforbindelse , Eskelandsgeilen 4, Stavanger , 53 m² , 1 325 000 kr , Totalpris: 1 736 180 kr • Fellesutg.: 6 979 kr , Aktiv Stavanger
169522760 , Hillevåg - NY PRIS!! Kjekk leilighet med 2 soverom + kontor - Meget sentralt området - Stort uinnredet loft - Parkering - Sentralt! , Bergsagelveien 14B, Stavanger , 66 m² , 1 890 000 kr , Totalpris: 1 948 792 kr , Aktiv Stavanger
161418815 , Kvernevik - Meget kjekk familiebolig - perfekt for barnefamilier. Attraktiv beliggenhet i blindgate. , Terneveien 44, Hafrsfjord , 145 m² , 3 940 000 kr , Totalpris: 4 039 670 kr , EiendomsMegler 1 Madla
145245969 , Sentrum - Lys og oppgradert leilighet med 2 soverom og innredet loft - gjennomgående god standard - balkong mot bakhage , Vaisenhusgata 24 (3etasje), Stavanger , 40 m² , 1 990 000 kr , Totalpris: 2 051 322 kr , Notar Stavanger
171952378 , Flott rekkehus som grenser til friarealer. 3 soverom og tilhørende garasje. Barnevennlig. , Hegreveien 14C, Hafrsfjord , 89 m² , 2 990 000 kr , Totalpris: 3 330 770 kr • Fellesutg.: 4 100 kr , EiendomsMegler 1 Madla
158322822 , STAVANGER / Tastarustå - Lys og praktisk leilighet med 3 sov og ekstra stor terrasse! Sentralt og barnevennlig, garasjeplass. , Rustabakken 29, Stavanger , 83 m² , 970 000 kr , Totalpris: 4 057 732 kr • Fellesutg.: 8 668 kr , PROPR AS
171802397 , Sandal Øst - Solrik og romslig 3-roms | Barnevennlig | Sentral beliggenhet  | Møblert eller umøblert ledig fra 1.Juli. , Rektor Oldensgata 6B, Stavanger , 108 m² , 3 590 000 kr , Totalpris: 3 610 000 kr • Fellesutg.: 2 722 kr , Privat
151465218 , Tasta - Lekker leilighet med god standard og en stor solrik terrasse , Rustabakken 7, Stavanger , 59 m² , 690 000 kr , Totalpris: 2 742 948 kr • Fellesutg.: 6 161 kr , Eiendomsmegler Vest Stavanger
160249831 , Mariero - Andelsleilighet med god standard - Flott utsikt , Gulaksveien 2, Stavanger , 65 m² , 2 270 000 kr , Totalpris: 2 528 185 kr • Fellesutg.: 4 801 kr , Eiendomsmegler Vest Stavanger
149549023 , Finnøy - Arkitekttegnet enebolig fra 2008 med storslagen beliggenhet. Nydelige uteplasser, vidstrakt sjøutsikt og dobbelgarasje. , Fåhagen 34, Finnøy , 229 m² , 7 250 000 kr , Totalpris: 7 446 892 kr , PrivatMegleren Bergesen & Partnere
171843181 , Siriskjeret/Tou Park - Strøken 3-roms leilighet med balkong med sjøutsikt, felles takterrasse og parkering i garasje. Sentral beliggenhet. , Tinngata 1, Stavanger , 73 m² , 3 490 000 kr , Totalpris: 3 588 792 kr • Fellesutg.: 2 514 kr , PrivatMegleren Haferkamp & Partnere
171842942 , Stavanger sentrum - Lys og trivelig leilighet i flermannsbolig med flotte, originale detaljer. Sentral beliggenhet. , Brødregata 1, Stavanger , 55 m² , 2 190 000 kr , Totalpris: 2 256 292 kr , PrivatMegleren Haferkamp & Partnere
171813730 , Tasta - PÅMELDINGSVISNING. Fin hjørneleilighet på bakkeplan med god planløsning. Stor solrik terrasse og direkte tilgang til hag , Eskelandsgeilen 6, Stavanger , 49 m² , 1 400 000 kr , Totalpris: 1 803 957 kr • Fellesutg.: 5 900 kr , Krogsveen avd. Mariero
171730395 , Madlamark - Renovert blokkleilighet med heis, 2 soverom og innglasset balkong med nydelig utsikt. , Jernalderveien 53B, Hafrsfjord , 82 m² , 2 650 000 kr , Totalpris: 3 087 182 kr • Fellesutg.: 4 855 kr , PrivatMegleren Haferkamp & Partnere
171730233 , Madla - Moderne og oppgradert endeleilighet med god planløsning. 2 soverom, 2 bad og parkering i lukket anlegg. , Ragbakken 18F, Hafrsfjord , 79 m² , 4 090 000 kr , Totalpris: 4 216 045 kr • Fellesutg.: 3 220 kr , PrivatMegleren Haferkamp & Partnere
159139526 , Vikevåg/Rennesøy - Innholdsrikt og moderne enebolig m/hybel. God standard og vestvendt terrasse.  Rolig og barnevennlig beliggenhet. , Øvre Håvasteintunet 12, Rennesøy , 186 m² , 4 700 000 kr , Totalpris: 4 832 772 kr , Notar Stavanger
171715026 , Storhaug - Halvpart av tomannsbolig. Renoveringsbehov. Beliggende i Stavangers mest spennende bydel. , Høkkergata 16A, Stavanger , 88 m² , 2 890 000 kr , Totalpris: 2 975 092 kr , Verdi Eiendomsmegling AS
171687118 , Storhaug - TA KONTAKT FOR PRIVATVISNING - Moderne lettstelt leilighet med sentral beliggenhet med hems - Store vindusflater og mye , Haugesundsgata 7D, Stavanger , 36 m² , 1 790 000 kr , Totalpris: 1 872 920 kr • Fellesutg.: 1 888 kr , EiendomsMegler 1 Stavanger
171575540 , Madlasandnes - Enebolig med 1517 kvm tomt og nydelig utsikt -Tinglyst båt og bryggeplass - Dobbel garasje , Håhammarkroken 7, Hafrsfjord , 221 m² , 7 900 000 kr , Totalpris: 8 098 670 kr , EiendomsMegler 1 Madla
171711419 , Våland - Hel tomannsbolig med oppgradert standard |Innredet med to leiligheter | Parkering på tomt , Rektor Steens gate 15, Stavanger , 203 m² , 5 500 000 kr , Totalpris: 5 638 670 kr , EiendomsMegler 1 Stavanger
171568380 , Enebolig i rekke med særegen arkitektur - Meget attraktivt og barnevennlig område- Solvendt hage , Anton Brøggers gate 1, Hafrsfjord , 153 m² , 5 350 000 kr , Totalpris: 5 484 920 kr , EiendomsMegler 1 Madla
171686836 , Judaberg - BUD ØNSKES! - Nyere og velholdt bolig i et meget barnevennlig og rolig boligområde - Store vindusflater - Solrik tomt - , Fåhagen 37, Finnøy , 102 m² , 2 750 000 kr , Totalpris: 2 819 920 kr , EiendomsMegler 1 Stavanger
171709288 , Våland - Pen 3- roms selveierleilighet med sentral beliggenhet | Stor terrasse | Fast parkering i lukket anlegg , Vålandsbakken 15C, Stavanger , 76 m² , 2 950 000 kr , Totalpris: 3 024 920 kr • Fellesutg.: 1 896 kr , EiendomsMegler 1 Stavanger
171430512 , Stavanger Øst - Flott leilighet i luftige og maritime omgivelser. Innglasset balkong på hele 11m2! Pen standard, heis og parkering! , Rosenli 17, Stavanger , 48 m² , 2 190 000 kr , Totalpris: 2 210 631 kr • Fellesutg.: 3 263 kr , EiendomsMegler 1 Stavanger
157132868 , Hillevåg - Hel flermannsbolig i fin stand. Solrike uteplasser. Parkering på tomt. Mulighet for utleie. , Roald Amundsens vei 9, Stavanger , 292 m² , 5 990 000 kr , Totalpris: 6 140 972 kr , Krogsveen avd. Stavanger
147428695 , Stavanger Øst - Meget kjekk leilighet med gangavstand til Stavanger sentrum! , Ryfylkegata 23, Stavanger , 105 m² , 2 750 000 kr , Totalpris: 2 826 992 kr , Proaktiv Stavanger
171685489 , Hinna - Vis. 14.04 (påmelding)-Flott bolig med nyere kjøkken og bad , to soverom og sentral beliggenhet. Parkering i garasje. , Kitty Kiellands gate 29, Stavanger , 79 m² , 3 650 000 kr , Totalpris: 3 752 492 kr , Proaktiv Stavanger
171678704 , Tasta - VELKOMMEN TIL VISNING - Flott leilighet over 2 plan med attraktiv og barnevennlig beliggenhet - 2/3 soverom - Garasje - , Osebergveien 24, Stavanger , 112 m² , 3 290 000 kr , Totalpris: 3 373 420 kr • Fellesutg.: 826 kr , EiendomsMegler 1 Stavanger
155080410 , Gausel - Lekker og påkostet enebolig fra 2017 med utleiemulighet - Fin beliggenhet mot skogen , Eikeset 5 b, Stavanger , 199 m² , 9 500 000 kr , Totalpris: 9 738 670 kr , EiendomsMegler 1 Madla
171541653 , Kampen/ Bjergsted - Kjekt enderekkehus med solvendt og skjermet terrasse. , Christian Bjellands gate 12 H, Stavanger , 100 m² , 2 650 000 kr , Totalpris: 3 029 875 kr • Fellesutg.: 4 283 kr , Krogsveen avd. Stavanger
170130877 , Kannik/Sentrum - KANNIK/SENTRUM *Pen lys leilighet *Koselig skjermet bakgård *Bak Frimurerlosjen *100m til butikker *Ledig nå , PRINSENS GATE 10, Stavanger , 64 m² , 1 190 000 kr , Totalpris: 1 220 300 kr , Privat
171540491 , Arkitektdesignet, flott enebolig fra 2013 med pent, skjermet uterom, carport og ikke-godkjent leilighet. Barnevennlig! , Særimners vei 7B, Hundvåg , 278 m² , 7 950 000 kr , Totalpris: 8 164 392 kr , PrivatMegleren Bergesen & Partnere
165950484 , Byhaugen - Rekkehus med sentral beliggenhet. Stor og skjermet terrasse med gode solforhold. BUD FORELIGGER , Randabergveien 8 C, Stavanger , 92 m² , 2 200 000 kr , Totalpris: 2 641 314 kr • Fellesutg.: 4 428 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
170933879 , Hinna - Endeleilighet i høy 1.etasje - 2 soverom og solrik balkong *parkering , Heimdalsveien 5C, Stavanger , 69 m² , 2 350 000 kr , Totalpris: 2 463 372 kr • Fellesutg.: 3 000 kr , Notar Stavanger
132546945 , Grasholmen - Attraktivt beliggende hjørneleilighet m/ utsikt - Heis & parkering i lukket anlegg - Båtplass inkludert , Grasholmringen 3 B, Hundvåg , 60 m² , 2 590 000 kr , Totalpris: 2 666 322 kr • Fellesutg.: 1 637 kr , Notar Stavanger
165205546 , Våland - Stilren selveierleilighet med god planløsning og populær beliggenhet. *2 soverom. *Parkering på tomt. , Johan Thorsens gate 69, Stavanger , 63 m² , 2 750 000 kr , Totalpris: 2 819 972 kr , DNB Eiendom AS
171523451 , Auglend - Lys 1-roms leilighet i 4.etasje med åpen og flott utsikt mot Ullandhaugstårnet. Innglasset balkong. Oppussingsbehov. , Hjalmar Johansens Gate 26, Stavanger , 25 m² , 950 000 kr , Totalpris: 1 272 760 kr • Fellesutg.: 3 521 kr , Eie Eiendomsmegling - Rogaland Eiendomsmegling AS
168009167 , Vaulen - Stor vertikaldelt bolig med 2 stuer, 3 bad og 5 soverom. Store påkostninger må påregnes. , Bjørkestien 15, Stavanger , 208 m² , 3 850 000 kr , Totalpris: 3 947 614 kr , Huus & Partners
168981107 , Sverdrup Terrasse - Påkostet utsiktsleilighet på hele 215 kvm. 4 soverom. 2 stuer. 2 bad. Nytt kjøkken. 2-p-plasser. Heis. Takterrasse. , Sverdrups gate 44, Stavanger , 199 m² , 10 900 000 kr , Totalpris: 11 173 670 kr • Fellesutg.: 6 042 kr , EiendomsMegler 1 Eiganes
171459236 , Våland - Våland- Lekker og romslig selveierleilighet med 2 soverom - Balkong  - Sentrumsnært. , Agent Kiellands gate 2, Stavanger , 76 m² , 2 750 000 kr , Totalpris: 2 819 920 kr , EiendomsMegler 1 Sola
171072416 , Stilren  leilighet | BRA 88 kvm| Innredet kjeller |Sentral beliggenhet | 2 bad/ kjøkken | Parkering , Alsteinsgata 2B, Stavanger , 50 m² , 2 890 000 kr , EiendomsMegler 1 Stavanger , Eier (Selveier) • Leilighet • 3 soverom
171444370 , Eiganes - Innholdsrik enebolig med sentral beliggenhet , Madlaveien 57, Stavanger , 281 m² , 5 500 000 kr , Totalpris: 5 647 770 kr , Eie Eiendomsmegling - Espen Eide & Partnere AS
158160058 , Enebolig med flott beliggehet på Hundvåg - 2 bad - 3 soverom - kjellerstue - garasje - må påregnes oppussing , Skipsbygger Hærems vei 13, Hundvåg , 154 m² , 3 800 000 kr , Totalpris: 3 896 342 kr , Forsvarsbygg
171082223 , Stavanger sentrum/Vestre platå - Tomannsbolig som er innredet som enebolig. Populært område på Vestre platå. Mot sør grenser boligen til et åpent område. , Møllegata 80, Stavanger , 92 m² , 3 500 000 kr , Totalpris: 3 588 670 kr , EiendomsMegler 1 Hundvåg
171380080 , Tjensvoll - Gjennomgående og fin leilighet med flott utsikt! 2 soverom, 2 balkonger, Herlig innglasset balkong! , Ishallveien 26, Stavanger , 80 m² , 2 690 000 kr , Totalpris: 2 777 352 kr • Fellesutg.: 4 978 kr , EiendomsMegler 1 Eiganes
171352467 , Vaulenmarka - Flott leilighet med strålende utsikt mot Gandsfjorden , Sørflåtveien 88, Stavanger , 81 m² , 3 990 000 kr , Totalpris: 4 104 352 kr • Fellesutg.: 1 892 kr , Verdi Eiendomsmegling AS
170477537 , Moderne og stilren selveierleilighet i 6.etasje med egen solrik balkong og flott utsikt mot Vågen. Heis. , Nedre Holmegate 9B, Stavanger , 24 m² , 2 050 000 kr , Fellesutg.: 676 kr , EiendomsMegler 1 Stavanger
170841884 , Lys og pen 3-roms leilighet på idylliske Fogn | Sentral beliggenhet like ved butikk, oppvekstsenter og flotte naturområd , Vestre Fognavegen 35 B, Fogn , 77 m² , 2 300 000 kr , Totalpris: 2 358 842 kr • Fellesutg.: 300 kr , DNB Eiendom AS
